Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_C,Pclass_Q,Pclass_S,Pclass_U,Pclass_1,Pclass_2,Pclass_3,"Categorized_age_(0, 10]","Categorized_age_(10, 20]","Categorized_age_(20, 30]","Categorized_age_(30, 40]","Categorized_age_(40, 50]","Categorized_age_(50, 60]","Categorized_age_(60, 70]","Categorized_age_(70, 80]"
1,1,0,108.9,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,24.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,56.9292,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,83.1583,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,2,262.375,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,1,26.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,26.25,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,7.8542,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,26.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,14.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2,164.8667,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,134.5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,12.35,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,29.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,8,2,69.55,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,135.6333,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,6.2375,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,20.525,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,57.9792,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2,0,23.25,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,28.5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,153.4625,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,2,0,18.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,133.65,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,66.6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,134.5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,35.5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,26.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,3,2,263.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,16.1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,15.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,9.225,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,35.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,1,7.2292,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,17.8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,55.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,7.8792,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.8792,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,4,27.9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,27.7208,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,14.4542,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,15.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,75.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,7.2292,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,69.3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,55.4417,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,6.4958,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,135.6333,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,1,21.075,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,82.1708,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,7.25,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,2,211.5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,4.0125,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,227.525,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,2,15.7417,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,52.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,73.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,5,2,46.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,7.7292,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,12.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,2,120.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,7.7958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,7.925,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,113.275,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,2,16.7,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.7958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8542,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,12.65,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,9.825,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,15.85,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.6625,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,21.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,7.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,18.75,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1,25.4667,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,6.8583,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,90.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,8.05,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,32.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,2,13.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,2,24.15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.8958,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.7333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.875,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,14.4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,20.2125,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,26.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,26.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,16.1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,26.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,7.125,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,55.9,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,1,2,120.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,2,34.375,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,3,18.75,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,4,263.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,26.25,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,7.775,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,8.1125,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,81.8583,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,1,19.5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,2,1,19.2583,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,30.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,1,2,27.75,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,19.9667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,27.75,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,89.1042,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.8958,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,51.8625,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,10.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,38.5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,7.725,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,2,1,19.2583,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,2,27.75,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,13.7917,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,9.8375,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,52.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,21.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,7.0458,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.5208,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,12.2875,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,5,2,46.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,9.5875,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,91.0792,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,1,25.4667,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,90.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,29.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,15.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,19.9667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,30.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,49.5042,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,14.4583,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,78.2667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,15.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,2,151.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.7958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.6292,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,9.5875,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,86.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,108.9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,2,26.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,22.525,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,56.4958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,26.2875,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,59.4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,7.4958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,34.0208,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,10.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,24.15,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,26.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,93.5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,57.9792,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,10.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,221.7792,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,2,1,11.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,26.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,7.2292,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,2,22.3583,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.6625,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,26.25,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,106.425,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,14.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,49.5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,2,71.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,4,2,31.275,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,4,2,31.275,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,106.425,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,26.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,26.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,13.8625,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,20.525,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,36.75,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,2,110.8833,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,26.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8292,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.775,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,39.6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,227.525,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,79.65,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,17.4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,13.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,24.15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,4,21.075,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,2,0,51.4792,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,26.3875,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,14.5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,55.9,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,14.4583,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,30.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,110.8833,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,40.125,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,8.7125,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,79.65,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,15.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,79.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.125,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,78.2667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,7.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,1,24.15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,33.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,56.9292,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,27.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,42.4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,26.55,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,15.55,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,30.5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,41.5792,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,153.4625,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,5,31.275,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,15.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,2,65.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,14.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,16.1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
